Unnamed: 0,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,anio,grupo_anio,es0,track_popularity_bins
10,HcWOcydhyJcVD+j+9pdQIqqvdq70p0FLmb8dDsWs7SKPML5xC4X2QwNJAkoDrrIB,bJWC25GjfGIMoX7zL1vtMIVSBn+lhMi8as+fa7gXGYG8VqIliVmJ9bek7OmOnKjJdEeAjxdbN0C0wlMSeJ4RB3dVsWJ9WjiQOz+SohGiZuk=,brDyePD9ftuUV+4Gnr1FJsWPjK4BxX5b0XyoYraitMs=,58,moN9vFJ2Gtg54hXtbJtojj57rUvz75qTI4Jf7T9QVZ4oLhFXKHBKBwNZuIU6MFkX,yMf396VyZgLsi2lIipZBbYsGYQzTgDcI/M+KqP2J3ik8TDfAfezJh12jJe5CxfZ7CvIxwr2SfII3gbVaBeMFO1GU/yjr3Hj6C9YwwZAx+yk=,2019-06-21,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.679,0.923,6,-6.5,1,0.181,0.146,4.92e-06,0.124,0.752,121.984,207894.0,2019,2019,0,"(50.0, 60.0]"
11,nUaj7J21f9Yf2IztRb2BoBN7wU6i0MSAej5cAEstc1A0cIEpqnsJ9Zt4yskL/dSu,+4rutc8/Fij93DhAsbvc6k+OFJ95Nyf6yWlXNqrAuveN8MB+IPW2E7wFyVeazqMT,ND6XhEcFBy423Cb/nrjN53BZvJdzyCCw+2NJcpahxDA=,67,sScbLi7ZMH3HrCbjBa2vDo62ITOAjkgHAYOUG7+oXGHyHcS3JRLpCDLtwc/w2ZSd,u29DjPGVUwxUsKnwuiKnn5Myxk3IMDUMQ4wiQ+FAVhnnWUxair9RoDI53GuTA6PH,2019-08-16,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.437,0.774,8,-4.918,1,0.0554,0.148,0.0,0.133,0.329,123.125,203733.0,2019,2019,0,"(60.0, 70.0]"
12,bOUzgTRl9FpvdZqbFwvzSldAeu644joKOTLgEPUBtVdrRVg8i39uSw9psw2Kvjjr,NPns1+SjOuG0jWbJFb21xG1UL7Jk35CQ+a76Zqb5vDA=,IZPRabnSv5SMkZq7hQI4LYb1zayjHwHJqvOLmn4iTaA=,67,nO1DcNR5cHChOeIKcdtmCugXjHXosRffJrqwUuzNPkotQl53GYdYlp7/3Yz6zLoq,NPns1+SjOuG0jWbJFb21xG1UL7Jk35CQ+a76Zqb5vDA=,2019-03-29,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.744,0.726,1,-4.675,1,0.0463,0.0399,0.0,0.374,0.687,121.985,192507.0,2019,2019,0,"(60.0, 70.0]"
13,+skq7KW/cQ8dYRWr2+ibt37aUB0aayZFBQyohFuk2C79TtyldupQCNujQiiNBazL,kby3E0uJe0Kxuo7GKv0zbBcWANnlMn1RHSI1PmgasbLK9B2nnO0U8jxGJw9uHvqEONt2wybgSx9qA4fc+FaOUQ==,6ea1EWgRPpKQ0esOzd1e39sDzm4bbbb/TWfguI/xrtc=,68,FLL6P+xuKmbXA/OBG6Tl/gpt6tt/bqomBuW60qBwRKelUZDOhvkb8CpHHd9VXvJi,8GvjPiywtfOKEOz8JseqnPjUokum1xXz2J5OUqDaW6DMvtcVtp4CbssoZn6jvl6vONZsj9RHp5oHW++6qgQygg==,2019-05-17,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.572,0.915,5,-4.451,0,0.0625,0.0111,0.0,0.339,0.678,123.919,164516.0,2019,2019,0,"(60.0, 70.0]"
14,k+ru2m9klObHOFPitFTM+U0fW6Uaoj7Z11i3E9n4PcdgrR0R9JLqyiF4rCdNAU1i,yej1EeZLbyh1FpD8tvWjQHFlXl6g78O23XLsOEzfZbE2IXBfPUOfRMgzdlTQCJSq5PMkhGM2ikP6nUMvqKpMd2teCLe+r/oAVcydgEWCxCrI2L7F2VyabMZmowmLRyVQ,7IS2hV+JkG30MkSsCWOU2GSrBR9HXLXZMpAXGBzowl0=,63,lI/Bib9oiUpQzi6q3o9uQyZsJmIGI1JY9YjO89P8gsxcOf4TpOZFTxjPYPzdpMM6,e753wS8FKitMwzBLFnwoV9xLPxfqk4YAAW81JCmtc7mMuxCor8m6Kuhnyxc0qY3DvXjmaGjrWgGOCdENQE1fuwJWs9fW5UcLPvUUXJ9w/nEX6B0IJvQEPCix0L02Ymal,2019-07-12,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.69,0.78,5,-4.446,0,0.0594,0.00733,0.00183,0.0729,0.238,126.07,255238.0,2019,2019,0,"(60.0, 70.0]"
15,8nIj5KdOn8W0XN5h0ViJatAvp7wqQKJZBin5TCMvxUayE5vGWr3LPPxpqoG1Ccw7,bDjHDMDFSoOa4XZzQH+wHfXK/iaIACoaSs9+1zKMXGD9br4bbICUTwWZBO00v7m7vX6Uzc5GaTWEDnTyA+no8tQlgez1mHxWiJKXAbrIe4Cr38MAZm/s4/bIDoaKPQq0,brDyePD9ftuUV+4Gnr1FJsWPjK4BxX5b0XyoYraitMs=,66,V18rJ7rUpxiROFNvhh1G7ziOG5Klp80G1MZn60HvygvJdO9gNz/23OY1ZyNsjlEU,FMPu/ja5lsUqvkRrJwcgVPJMSLY7CcLdvXEScrRDwkJSyU7hnQkOMaYcZOA3og2u6h76NCdxHLl9LHPsjT1TuUytNTHoUbEK+R6mR3femPDee7hjhQOIwXi26l10r59Q,2019-12-11,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.805,0.835,0,-4.603,1,0.0896,0.13,5.03e-06,0.365,0.722,125.028,188230.0,2019,2019,0,"(60.0, 70.0]"
16,cpNBOHlE0PzP4mhWItxZ2jSdIZzQUHB5UhhF8RyflRN5l03fjFhfm05aicQr7WE+,qO+y7UPOAxkFdUfKUGAtY95OEA85zlef3c/a4sya13BYvIjtjDKb53emXZUrmSX900hW06V1IciNMb2cFCsuEA==,NAn+53yQsERncMqwkSqt0ULpxCFB8luZ69MOg74v5a4=,60,lfDLOSi/lcDCaT1eQXM8frY7/5GADTwELFQKbj76EI0NaUgt0C5HXnHQ0TLaXvqS,w+hWmt+Eo0OMZBIJ7dJW4m0B9y/xtbJD/8Pu8lcoirMTGLQoDRCeQuOkhCnfLR5GF4AErlakP96sh8LJ6b+Qtw==,2019-05-03,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.694,0.901,1,-4.322,0,0.0948,0.0702,0.0,0.427,0.368,118.051,173548.0,2019,2019,0,"(50.0, 60.0]"
17,HvBwdokCvW3iXcuqekKChsm79YIpjvY7BoK9vVBQFPxd6fDUlHXY9JMxjr0yiuw7,83Kpjbddh7I7B6JkKZs/uvWFOPNhPQZcYIdUlWpqFHEi+10mmfMn8VQielB9BGgtEWfULM4y+k0yoc3UYSKhXANNF3P+JNgdmRN8Ve3nkCg=,nNGzJDdHaHEL76cJTWto/wTQRcRQ2z3YlqsNBxt/HAM=,65,O+ObZBFEJG3ukXkLlSg3nmUl2AIXsZBwTSlTaZ38Ma0hi8jYDdOLItv64vBOK262,465qJ5N+Lt6cUEdiZES0SRh5QzGuAJaZmtRuewTQO1OLZFV8DfhUvu9NLSh7ScwGA4WO2+h0Fw3ZioHYaoMuhqzc7NLDWJ507vhngmX7bnM=,2018-12-28,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.678,0.747,10,-5.289,0,0.165,0.0395,0.0,0.174,0.516,120.002,189375.0,2018,2018,0,"(60.0, 70.0]"
18,XHCoXp7QI9z8iJZRwUdS+djBz7inC/VTyLlfr9SFhLJwO9gNbQnM/bpifpxYvJ2Y,FsxjtVLx1Gw3gBaTl4gqS68id5lQuE1SPTWr7BDH9uyNnJ8BwDTuB7yxoWB3g2P16DNvl6FD3yRAAw4pYzJX9Y56nkL9bvcsO/8oOdA7xSs=,1hWB1ljqYuiTO9G/OuyDhV0vqs6nw+CUaEv103Xe6Ws=,69,S1CiYBQszIrFQ7lewwq5/OeGaHjlbh1G9X3oWSLsqX1liuhPU86WE0XXWeAUQlcx,4y8EzSAFtEX9UOTkallL5NhiuYULxOGZeu6S8rN1WzYjlZSrDJ5kCj+C0KLAbGWzFgGzB+BY9Z4+T7hPY92IO5DcQ34LhTMJuOtJs46hB0k=,2019-03-08,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.746,0.557,1,-6.722,1,0.0542,0.103,0.0036,0.138,0.324,111.961,159404.0,2019,2019,0,"(60.0, 70.0]"
19,WWUtykZM1FEiA4Zik1OkMM5AEIP81q1ggPSLwYMfSRLdyTteB4HiKEdYRr/rFInu,lIfUal1Auwqzu/b1a5oJo4edvXjEKxa5rEHY/jdoeJI9ueuJfg8NacvGtVHdPZr+,yOgPYXMg/DcgqsGW/8Xar9BO8fDCqA3jqgLJ2aPyQZQ=,35,qEmOpFn9Z4QvK5vKBgzwtWXewDzK9LwhMXiL3cV1xCvU6jjszvbdTadY+ePE40KV,fO/mdNTfkiCn43T/VWok7wNsJ70+gy4wxnQsW5mGgBuxyrsmdCYyd9Ojr11LNZTb,2019-10-18,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.467,0.821,7,-5.466,1,0.0934,0.00791,0.000441,0.131,0.232,122.676,185366.0,2019,2019,0,"(30.0, 40.0]"
20,MyZOcDJX5kbLKgaKV1HhL7/G3XFJEg0hb1YraeI+Sg9zvVTEi0P8RaXNLMCmBqG8,M4mLT6QtvGBb+aSkrQruIyi8BtGLf2NjwFTWjtDUpf3WZFQW0XUS1/hMdKYoc3tpqqd9VtBrNyiabex2aunJ0A==,6ea1EWgRPpKQ0esOzd1e39sDzm4bbbb/TWfguI/xrtc=,70,FCo7P6LCsKHnMqAbJzMKRYTDdqdBRDDViyOp/BMWzsbOPovslUco4dE165V83B/L,98AsVmm4xrTN6iAcMqdKWMtdFRSCf43uQPwxraYXSFDe9T+1rHBJHS8LXg/Pxs+L3nm9v5W6IrCjfVAjUrQN8g==,2019-08-23,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.572,0.934,6,-5.053,0,0.0446,0.00292,0.0198,0.105,0.204,125.948,215238.0,2019,2019,0,"(60.0, 70.0]"
21,AW1qYz3Vr7yPU8V6XZCddnZL3brGiTS0KDR+yPgu9oHyMO5dISitYkHDuudgnTui,ZPka8dpSs3Hqs1dgRpELWLsynfLYJK6nExU/B7wZP0ZbZo8Z3VV34PdtSnWE7IEioMNUMnWr1DmjqLvsJ/HJEA==,Yp/P+nJ7kfCqz6B3rQhvqbVmebWq4Gyt3aDrC3SBIuY=,64,7bR8qm6BtsSR13Cg2Y94czCXA/RLOjN3f4cS7gfs8JmhAemn4pk6LR/2tuNYWXSh,c8rQJq1Y7QMWHcTMiADwGa/SJyHGtXFsotin9Z6Ej9DhRt4cYcjpBVPKvsxpCrwZEd3R/MZCfJ0P0UCJIArJ3A==,2019-08-23,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.708,0.913,9,-4.329,0,0.0348,0.089,0.081,0.113,0.707,135.016,170667.0,2019,2019,0,"(60.0, 70.0]"
22,HJJm8hp7jvm9DC0ktBxGpNQtjKRJ1fog07URGUXg91OMS2XcdkPOuwD+ElRdduyO,mYJom6jSQ91AJhQNQmaWbEbOCZb/3rJdRnr9v55cKlJrF+hOMP9EjZwn3968va+kzh5V3PnZmcMQ49LWn9hq4gkX50scUpUwHQu88YUHP85kMyzgvF29qfNuyXmlIzUy,nNGzJDdHaHEL76cJTWto/wTQRcRQ2z3YlqsNBxt/HAM=,62,UNefs+RXTM/1jbagd+RYBK/epQfbpyJ1qTFvdlFS7C5jiT1Ef2HFsf8jSas2SkyM,knqOTzFozpQSLGiTaM9weHdOWNxYWlZR+ODYKPpjN1OUDsJiGPDV9Ua379v5ydiKoA5keygXmlVC6ygn4jdyOTtbomddjQbZukW4bAuxQQflrqQgXrX4hlRBQAPrqRXP,2019-05-08,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.684,0.818,4,-4.477,0,0.128,0.0469,3.39e-06,0.119,0.336,123.938,210968.0,2019,2019,0,"(60.0, 70.0]"
23,9+YOSji7+KtM7Dsno4d+DZnSOyPuXLrkP1LCrDCubvGP0S7wlaJdpG9cZfu163Ar,Xys+VhB5ewo89229nqk3wsk0pG7SzUNl0XNoJlaWTpEoNUdiQ9PNU8zJjR9DIkJHL5X9kDQ0DXbQb6MzdGR3pQ==,NAn+53yQsERncMqwkSqt0ULpxCFB8luZ69MOg74v5a4=,70,YP/U/WzP5FtVL8F9T7ZDY8ObdWkhYahvzzVmgfnf4wLPbdnC9syQtrkGrcDRG42g,TxiRpsJ0Mv4zuLIvMSkjGZG82/xILzKYH6ZKfqYV80g6J8bKs1llBqNHWDftWkfQo0x5aDP46v/+jfFvlN76uQ==,2019-10-25,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.732,0.85,1,-5.999,1,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,193548.0,2019,2019,0,"(60.0, 70.0]"
24,wJce1XruSgF2dwV0OebHe8nDuCapkaopISbP0r90PdqumSVEvRgsmn4b3mS0iM+w,P493SjzXAjh9XIrOr/4CD88c1AXAsyD9bymruuH++cuRzC+pTjYwk5LTH4crjoTdj4GUJE9Ig6DK5TxhLGGmDRQhp8KO16sZSa7PR6W/TGk=,JkW2Ny6dCKXQSpNtt6h5SEw0R5NufDhLigaLODbIXbVck/NTuRV//uS6PjH2gyT8,58,v6TaOrexyjbwqrk9vB73la13CopH3D9vYfjvl5cD1DvjOgyTaPvD+aGPmjkXXrpO,nWSzNoBic9T5kq4AVqW4X9mpgf6d17fOvGXqxkpxM4tOQW5NX0bHyHQkB9NI+dOJx/qxLUaLOedNM9rikKZS0CGQaTlf8YcqeSAivA1d2B0=,2019-05-24,1UeUqIlVAv/WzPy1CR7sm8pQ7buE50YX0hfKcbcxKkw=,R2xsImk7ArHWnrt5W4P7KfkBEFFPXX0SOT12gLJy28ev9tZPYdk2luJ+KV60MUm0,pop,dance pop,0.62,0.889,11,-3.785,1,0.0352,0.0163,1.86e-05,0.395,0.422,110.018,205093.0,2019,2019,0,"(50.0, 60.0]"
